A01nficha;A01uf;idade_calculada;E03;E05;id_genero
15353;53;28;1;4;1
15353;53;26;2;1;1
15353;53;28;1;1;1
15353;53;7;1;1;99999
15353;53;5;2;4;99999
15353;53;1;1;1;99999
15353;53;0;2;1;99999
15369;53;88;1;4;1
15369;53;83;2;1;1
15370;53;61;1;1;1
15383;53;58;1;2;1
15383;53;64;2;1;1
15383;53;32;1;2;1
15391;53;40;1;2;1
15391;53;35;2;2;1
15391;53;21;1;2;1
15391;53;12;2;2;99999
15395;53;77;2;4;1
15395;53;19;1;1;1
15407;53;58;2;4;1
15424;53;45;1;2;1
15424;53;42;2;4;1
15424;53;24;2;4;1
15424;53;17;2;4;99999
15482;53;49;1;4;1
15482;53;27;2;2;1
15482;53;7;1;4;99999
15485;53;78;1;1;1
15485;53;70;2;1;1
15505;53;41;2;1;1
15505;53;23;1;1;1
15505;53;73;2;1;1
15523;53;63;2;4;1
15523;53;70;1;4;1
15523;53;46;2;4;1
15523;53;9;1;4;99999
15541;53;60;1;4;1
15541;53;23;1;4;1
15557;53;67;2;1;1
15557;53;28;2;1;1
15574;53;21;1;1;1
15574;53;41;1;1;1
15580;53;42;1;4;1
15580;53;27;2;4;1
15580;53;5;2;4;99999
15589;53;56;2;1;1
15589;53;52;1;4;1
15615;53;73;2;4;1
15615;53;49;1;4;1
15633;53;60;1;4;1
15633;53;16;1;4;99999
15634;53;60;2;2;1
15634;53;55;1;2;1
15671;53;71;1;2;1
15671;53;66;2;2;1
15671;53;53;2;2;1
15671;53;21;2;2;1
15671;53;19;2;2;1
15671;53;8;2;2;99999
15671;53;21;1;2;1
15671;53;84;1;1;1
15796;53;32;2;2;1
15796;53;7;1;4;99999
15796;53;6;2;2;99999
15796;53;0;1;4;99999
15797;53;60;2;1;1
15797;53;38;1;4;1
15797;53;17;2;4;99999
15804;53;29;2;1;1
15804;53;49;1;1;1
15804;53;5;2;1;99999
15842;53;51;1;4;1
15842;53;46;2;4;1
15842;53;14;2;5;99999
15842;53;18;1;4;1
15842;53;30;1;4;1
15873;53;40;1;1;1
15873;53;47;2;2;1
15873;53;2;2;1;99999
15884;53;29;1;1;1
15884;53;26;2;1;1
15884;53;0;2;1;99999
15919;53;52;1;4;1
15920;53;54;1;1;1
15920;53;42;2;1;1
15920;53;23;1;4;1
15920;53;26;1;1;1
15920;53;22;2;1;1
15982;53;58;2;1;1
16017;53;33;1;4;1
16027;53;50;1;1;1
16027;53;49;2;2;1
16027;53;20;2;1;1
16027;53;24;2;1;1
16033;53;51;2;4;1
16033;53;12;2;1;99999
16072;53;42;1;1;1
16072;53;40;2;1;1
16072;53;12;1;1;99999
16072;53;10;1;1;99999
16175;53;58;2;1;1
16175;53;13;1;4;99999
16237;53;46;1;1;1
16237;53;45;2;2;1
16237;53;24;1;1;1
16248;53;73;2;1;1
16248;53;26;1;1;1
16248;53;19;1;1;1
16251;53;47;1;1;1
16251;53;49;2;2;1
16251;53;20;1;4;1
16251;53;14;1;1;99999
16251;53;12;2;4;99999
16259;53;61;2;4;1
16259;53;63;1;4;1
16262;53;38;2;4;1
16262;53;45;1;4;1
16262;53;24;2;2;1
16262;53;16;2;4;99999
16262;53;11;2;4;99999
16262;53;8;1;4;99999
16290;53;32;2;4;1
16290;53;34;1;3;1
16290;53;11;1;3;99999
16290;53;3;1;4;99999
16330;53;32;1;1;1
16330;53;42;2;4;1
16330;53;24;1;4;1
16330;53;21;1;1;1
16336;53;76;2;4;1
16336;53;52;2;4;1
16442;53;39;1;1;1
16442;53;40;2;2;1
16442;53;2;1;4;99999
16442;53;3;2;1;99999
16467;53;80;1;1;1
16467;53;32;1;1;1
16467;53;22;1;4;1
16467;53;11;1;4;99999
16467;53;8;1;4;99999
16487;53;53;2;1;1
16487;53;60;1;1;1
16487;53;26;2;1;1
16513;53;54;2;1;1
16513;53;59;1;1;1
16513;53;23;1;1;1
16524;53;80;2;4;1
16534;53;46;1;2;1
16534;53;36;2;3;1
16534;53;6;1;1;99999
16545;53;62;1;2;2
16553;53;79;2;1;1
16553;53;42;2;1;1
16561;53;37;2;4;1
16561;53;52;1;1;1
16561;53;10;1;4;99999
16561;53;10;1;4;99999
16569;53;60;1;1;1
16569;53;56;2;4;1
16569;53;32;2;1;1
16611;53;18;2;4;1
16611;53;40;2;4;1
16611;53;19;2;4;1
16612;53;38;1;2;1
16612;53;36;2;4;1
16615;53;26;2;4;1
16615;53;3;2;4;99999
16615;53;5;1;4;99999
16623;53;59;2;4;1
16623;53;27;1;4;1
16623;53;18;1;4;1
16641;53;30;1;3;1
16688;53;73;1;4;1
16688;53;69;2;4;1
16688;53;45;1;4;1
16688;53;42;2;1;1
16688;53;10;1;4;99999
16688;53;9;1;1;99999
16748;53;58;1;4;1
16749;53;43;1;1;1
16749;53;45;2;4;1
16749;53;23;2;1;1
16749;53;8;2;1;99999
16784;53;26;2;2;1
16784;53;63;1;1;1
16784;53;50;2;2;1
16816;53;50;2;2;1
16816;53;19;1;2;1
16839;53;58;1;2;1
16844;53;28;2;1;1
16870;53;38;1;1;1
16870;53;36;2;4;1
16870;53;17;1;4;99999
16870;53;7;1;4;99999
16880;53;65;1;2;1
16880;53;62;2;2;1
16883;53;57;1;1;1
16883;53;53;2;1;1
16883;53;17;2;1;99999
16891;53;64;2;4;1
16933;53;73;2;4;1
16933;53;71;2;4;1
16936;53;43;1;1;1
16936;53;39;2;1;1
16936;53;3;1;1;99999
16968;53;23;1;4;1
16968;53;20;2;4;1
16978;53;75;2;1;1
16978;53;76;1;1;1
16990;53;46;2;4;1
16990;53;14;2;1;99999
17005;53;75;2;1;1
17073;53;61;1;1;1
17073;53;61;2;4;1
17077;53;41;1;1;1
17077;53;40;2;1;1
17077;53;15;2;1;99999
17087;53;62;1;4;1
17087;53;49;2;1;1
17087;53;9;1;1;99999
17095;53;59;1;4;1
17095;53;44;2;4;1
17095;53;12;1;4;99999
17114;53;81;1;2;1
17114;53;75;2;2;1
17117;53;49;1;1;1
17117;53;47;2;1;1
17117;53;17;1;1;99999
17119;53;65;2;1;1
17119;53;53;1;4;1
17119;53;39;1;1;1
17153;53;59;2;1;1
17153;53;48;1;1;1
17175;53;29;2;2;1
17175;53;29;1;2;1
17175;53;7;2;2;99999
17175;53;5;2;2;99999
17177;53;31;2;4;1
17177;53;27;1;4;1
17177;53;26;2;4;1
17177;53;57;2;4;1
17228;53;43;1;4;1
17228;53;36;2;1;1
17228;53;18;1;1;1
17228;53;14;1;4;99999
17228;53;12;1;1;99999
17235;53;34;2;4;1
17235;53;16;2;3;99999
17235;53;14;1;4;99999
17254;53;71;2;1;1
17269;53;62;2;4;1
17328;53;29;1;1;1
17369;53;23;1;4;1
17369;53;24;2;4;1
17369;53;3;2;4;99999
17383;53;45;2;2;1
17383;53;45;1;1;1
17383;53;16;2;1;99999
17383;53;15;1;2;99999
17395;53;25;1;1;1
17395;53;22;2;4;1
17396;53;29;1;1;1
17396;53;28;2;1;1
17429;53;62;2;1;1
17429;53;72;1;3;1
17430;53;62;1;2;1
17430;53;82;2;4;1
17440;53;70;2;1;1
17440;53;31;1;1;1
17443;53;60;2;1;1
17443;53;64;1;1;1
17449;53;67;2;2;1
17449;53;39;1;4;1
17449;53;47;1;4;1
17488;53;82;1;2;1
17488;53;78;2;1;1
17488;53;40;1;2;1
17488;53;39;2;1;1
17500;53;65;1;4;1
17500;53;47;2;4;1
17500;53;10;1;4;99999
17500;53;8;1;4;99999
17505;53;34;2;4;1
17505;53;40;1;4;1
17505;53;3;1;1;99999
17508;53;21;1;4;1
17508;53;22;2;4;1
17519;53;76;2;1;1
17519;53;63;2;5;1
17531;53;33;1;1;1
17531;53;32;2;1;1
17541;53;32;2;4;1
17541;53;6;2;1;99999
17541;53;4;2;1;99999
17541;53;3;1;4;99999
17563;53;57;1;1;1
17563;53;51;2;1;1
17563;53;30;1;1;1
17618;53;32;1;1;1
17650;53;49;2;1;1
17677;53;40;1;4;1
17677;53;37;2;4;1
17677;53;16;1;4;99999
17677;53;6;2;4;99999
17749;53;47;2;1;1
17749;53;22;2;1;1
17749;53;24;2;4;1
17749;53;28;2;4;1
17749;53;5;1;4;99999
17757;53;62;1;1;1
17757;53;63;2;1;1
17795;53;63;2;4;1
17819;53;44;2;1;1
17846;53;77;2;4;1
17846;53;38;1;4;1
17860;53;46;1;4;1
17860;53;25;1;2;1
17873;53;57;1;4;1
17882;53;34;2;1;1
17882;53;14;2;2;99999
17882;53;6;1;4;99999
17891;53;84;2;3;1
17891;53;67;2;3;1
17947;53;51;2;4;1
17961;53;55;1;1;1
17987;53;54;2;4;1
17987;53;24;2;4;1
17990;53;32;1;1;1
17990;53;64;1;1;1
17990;53;64;2;1;1
18000;53;56;2;4;1
18000;53;56;1;2;1
18000;53;28;2;2;1
18000;53;20;2;2;1
18006;53;52;2;2;1
18006;53;26;1;2;1
18006;53;21;2;2;1
18071;53;15;1;4;99999
18072;53;50;2;1;1
18072;53;51;1;2;1
18072;53;18;1;1;1
18072;53;51;1;1;1
18083;53;49;2;4;1
18083;53;19;1;1;1
18083;53;28;2;1;1
18088;53;55;1;4;1
18091;53;49;2;1;1
18092;53;57;1;1;1
18093;53;52;2;2;1
18093;53;13;1;2;99999
18120;53;18;2;4;1
18120;53;43;2;4;1
18120;53;20;1;4;1
18120;53;14;2;4;99999
18195;53;62;1;1;1
18195;53;64;2;1;1
18195;53;70;2;1;1
18195;53;72;2;4;1
18200;53;55;2;4;1
18200;53;21;2;4;1
18200;53;17;2;1;99999
18200;53;13;2;1;99999
18220;53;61;2;1;1
18220;53;62;1;4;1
18220;53;27;1;1;1
18280;53;44;1;2;1
18280;53;21;1;2;1
18280;53;59;1;2;1
18386;53;44;2;1;1
18386;53;21;2;1;1
18386;53;21;1;1;1
18391;53;23;2;2;1
18391;53;24;1;2;1
18441;53;37;2;1;1
18441;53;23;1;1;1
18447;53;21;2;4;1
18447;53;25;2;1;1
18447;53;19;1;4;1
18447;53;61;1;4;1
18496;53;76;2;1;1
18503;53;66;1;1;1
18503;53;59;2;1;1
18516;53;25;2;4;1
18516;53;35;1;4;1
18516;53;4;1;1;99999
18541;53;41;1;4;1
18541;53;20;1;4;1
18545;53;45;2;4;1
18545;53;48;1;4;1
18545;53;14;1;2;99999
18545;53;13;1;2;99999
18554;53;55;2;4;1
18569;53;53;2;1;1
18569;53;51;1;4;1
18580;53;63;1;4;1
18580;53;62;2;1;1
18608;53;50;1;3;1
18608;53;7;1;3;99999
18622;53;62;2;1;1
18622;53;70;1;1;1
18622;53;23;1;1;1
18622;53;30;1;1;1
18622;53;23;2;1;1
18625;53;51;2;4;1
18625;53;26;2;1;1
18646;53;43;1;2;1
18646;53;47;2;4;1
18646;53;17;1;4;99999
18673;53;59;1;4;1
18673;53;27;1;1;1
18673;53;54;2;1;1
18673;53;22;2;1;1
18692;53;48;2;4;1
18692;53;78;2;2;1
18692;53;17;1;2;99999
18696;53;73;1;4;1
18702;53;37;2;4;1
18702;53;36;1;1;1
18706;53;45;1;1;1
18706;53;50;2;1;1
18706;53;16;1;1;99999
18706;53;13;1;1;99999
18717;53;74;1;2;1
18717;53;67;2;4;1
18717;53;50;1;2;1
18717;53;40;2;1;1
18730;53;62;2;1;1
18730;53;34;1;4;1
18730;53;13;2;4;99999
18750;53;60;2;1;1
18750;53;56;1;1;1
18769;53;71;2;1;1
18769;53;63;2;4;1
18831;53;52;2;4;1
18831;53;63;1;4;1
18856;53;68;1;4;1
18856;53;61;2;2;1
18856;53;18;2;4;1
18867;53;56;2;1;1
18867;53;33;2;4;1
18896;53;53;2;1;1
18896;53;18;2;4;1
18896;53;14;1;1;99999
18896;53;6;1;1;99999
18896;53;49;1;4;1
18899;53;60;2;4;1
18899;53;20;1;4;1
18899;53;2;1;4;99999
18939;53;37;2;4;1
18939;53;39;1;1;1
18939;53;2;2;4;99999
18939;53;10;1;4;99999
18954;53;49;1;4;1
18954;53;47;2;4;1
18954;53;19;1;4;1
18954;53;25;2;4;1
18959;53;44;2;4;1
18959;53;15;2;4;99999
18985;53;27;2;4;1
18985;53;29;1;1;1
18985;53;9;1;1;99999
18985;53;2;1;1;99999
18987;53;74;2;4;1
18987;53;54;1;4;1
18988;53;73;2;4;1
18988;53;11;1;1;99999
18988;53;4;2;1;99999
19012;53;41;1;2;1
19012;53;39;2;2;1
19012;53;3;2;4;99999
19030;53;54;2;1;1
19030;53;53;1;1;1
19030;53;27;1;1;1
19042;53;71;2;1;1
19042;53;45;2;4;1
19042;53;17;2;1;99999
19046;53;83;1;1;1
19046;53;80;2;3;1
19094;53;70;1;2;1
19094;53;66;2;1;1
19094;53;33;1;4;1
19094;53;32;2;4;1
19094;53;9;2;4;99999
19121;53;44;2;5;1
19123;53;43;1;2;1
19123;53;42;2;1;1
19127;53;49;1;1;1
19127;53;14;2;1;99999
19127;53;45;2;4;1
19127;53;24;1;4;1
19168;53;54;2;2;1
19208;53;63;2;1;1
19208;53;22;1;1;1
19208;53;8;2;1;99999
19235;53;51;2;1;1
19235;53;54;1;1;1
19277;53;52;2;1;1
19290;53;38;2;1;1
19290;53;15;1;3;99999
19300;53;57;2;2;1
19300;53;32;1;2;1
19318;53;40;1;1;1
19318;53;40;2;1;1
19318;53;64;2;1;1
19318;53;5;2;1;99999
19318;53;0;1;1;99999
19319;53;64;1;4;2
19319;53;61;2;4;1
19319;53;22;2;4;1
19332;53;47;1;1;1
19332;53;39;2;4;1
19332;53;13;1;1;99999
19332;53;6;2;1;99999
19353;53;24;1;4;1
19353;53;43;2;4;1
19353;53;53;1;1;1
19390;53;23;2;2;1
19390;53;24;1;4;1
19390;53;15;1;2;99999
19390;53;5;2;4;99999
19390;53;1;2;2;99999
19398;53;41;2;1;1
19398;53;15;2;1;99999
19398;53;10;1;4;99999
19398;53;8;1;4;99999
19421;53;52;2;4;1
19450;53;67;2;4;1
19470;53;52;2;4;1
19470;53;17;1;4;99999
19470;53;14;1;4;99999
19472;53;51;1;1;1
19472;53;46;2;1;1
19472;53;17;1;1;99999
19481;53;18;1;4;1
19481;53;22;1;4;1
19509;53;84;2;4;1
19509;53;18;1;4;1
19509;53;55;2;4;1
19587;53;51;2;4;1
19587;53;61;1;1;1
19604;53;54;1;1;1
19604;53;62;2;4;1
19604;53;27;2;1;1
19604;53;23;1;4;1
19625;53;59;2;4;1
19625;53;22;1;4;1
19653;53;46;2;4;1
19653;53;10;2;4;99999
19653;53;21;2;4;1
19662;53;41;1;1;1
19662;53;42;2;1;1
19662;53;14;1;1;99999
19662;53;11;2;1;99999
19664;53;54;1;1;1
19664;53;41;2;4;1
19664;53;11;2;4;99999
19681;53;21;1;1;1
19681;53;59;1;1;1
19681;53;60;2;2;1
19702;53;41;2;4;1
19702;53;41;1;2;1
19702;53;19;2;1;1
19702;53;14;1;4;99999
19702;53;13;1;4;99999
19702;53;8;1;4;99999
19703;53;44;2;2;1
19703;53;5;1;2;99999
19743;53;38;1;2;1
19752;53;33;1;4;1
19752;53;28;2;3;1
19752;53;24;1;2;1
19752;53;14;2;1;99999
19752;53;9;1;3;99999
19762;53;43;2;1;1
19762;53;44;1;3;1
19762;53;9;1;3;99999
19762;53;7;2;3;99999
19764;53;61;2;1;1
19764;53;62;1;1;1
19778;53;47;1;1;1
19778;53;45;2;1;1
19778;53;12;2;1;99999
19787;53;87;2;4;1
19787;53;61;2;4;1
19794;53;62;2;2;1
19794;53;58;1;4;1
19804;53;51;1;4;1
19804;53;40;2;4;1
19804;53;14;1;4;99999
19813;53;78;1;3;1
19820;53;70;2;4;1
19820;53;35;1;1;1
19829;53;50;2;4;1
19829;53;23;1;4;1
19829;53;19;1;1;1
19829;53;12;1;4;99999
19838;53;36;2;2;1
19838;53;41;1;1;1
19838;53;19;1;4;1
19838;53;5;2;1;99999
19838;53;4;2;2;99999
19876;53;16;1;1;99999
19876;53;38;2;1;1
19876;53;10;1;1;99999
19908;53;41;2;4;1
19908;53;89;1;4;1
19958;53;74;2;1;1
19987;53;69;1;1;1
20007;53;41;1;1;1
20007;53;37;2;4;1
20007;53;11;1;1;99999
20007;53;4;2;4;99999
20008;53;57;1;2;1
20068;53;64;2;4;1
20076;53;25;2;4;1
20076;53;57;2;4;1
20076;53;26;2;4;1
20076;53;27;1;4;1
20076;53;4;1;4;99999
20076;53;2;2;4;99999
20076;53;1;1;4;99999
20082;53;34;2;2;1
20082;53;4;1;4;99999
20089;53;48;1;1;1
20089;53;50;2;4;1
20089;53;48;1;4;1
20143;53;38;2;1;1
20143;53;23;2;4;1
20143;53;21;1;1;1
20143;53;18;2;1;1
20143;53;7;2;4;99999
20158;53;49;2;4;1
20158;53;52;1;4;1
20158;53;29;2;2;1
20158;53;20;1;4;1
20163;53;60;2;1;1
20240;53;60;2;1;1
20245;53;53;1;1;1
20245;53;51;2;1;1
20245;53;16;2;1;99999
20255;53;70;1;1;1
20263;53;53;2;4;1
20263;53;75;1;4;1
20273;53;48;2;1;1
20273;53;16;1;4;99999
20273;53;8;2;4;99999
20321;53;62;2;1;1
20321;53;49;2;4;1
20321;53;13;1;4;99999
20322;53;68;2;1;1
20333;53;47;1;4;1
20340;53;60;2;1;1
20340;53;22;2;4;1
20340;53;22;2;4;1
20379;53;52;1;4;1
20401;53;73;1;1;1
20401;53;50;2;4;1
20403;53;56;1;2;1
20403;53;82;2;2;1
20403;53;53;1;2;1
20416;53;39;2;4;1
20416;53;63;1;1;1
20444;53;40;2;2;1
20444;53;37;1;4;1
20444;53;15;1;2;99999
20444;53;9;2;2;99999
20462;53;72;2;1;1
20496;53;41;2;1;1
20496;53;42;1;1;1
20513;53;40;1;1;1
20513;53;37;2;4;1
20513;53;74;2;1;1
20513;53;11;1;4;99999
20570;53;63;2;4;1
20571;53;50;2;4;1
20571;53;53;1;1;1
20571;53;26;1;4;1
20571;53;15;2;1;99999
20592;53;65;1;1;1
20592;53;61;2;1;1
20653;53;35;2;4;1
20653;53;28;1;2;1
20653;53;7;1;4;99999
20654;53;54;1;4;1
20654;53;46;2;4;1
20654;53;10;2;4;99999
20695;53;38;2;1;1
20695;53;46;1;2;1
20695;53;17;2;2;99999
20695;53;15;1;4;99999
20695;53;14;1;4;99999
20695;53;9;2;4;99999
20738;53;33;1;1;1
20738;53;43;2;2;1
20738;53;7;1;1;99999
20738;53;5;2;4;99999
20795;53;29;1;1;1
20795;53;28;2;1;1
20807;53;25;2;4;1
20807;53;28;1;1;1
20818;53;66;2;1;1
20873;53;28;2;4;1
20873;53;23;1;4;1
20873;53;17;2;1;99999
20873;53;16;1;4;99999
20873;53;2;1;4;99999
20873;53;3;1;4;99999
20950;53;44;1;2;1
20950;53;40;2;1;1
20950;53;12;1;2;99999
20950;53;6;2;2;99999
21033;53;50;1;2;1
21033;53;48;2;4;1
21051;53;31;2;1;1
21051;53;31;1;4;1
21051;53;7;1;1;99999
21065;53;47;1;2;1
21065;53;48;2;4;1
21065;53;15;1;2;99999
21065;53;25;1;2;1
21103;53;46;2;1;1
21130;53;23;1;1;1
21130;53;39;2;1;1
21130;53;55;1;4;1
21163;53;60;2;1;1
21163;53;29;1;1;1
21170;53;31;2;4;1
21170;53;38;1;4;1
21170;53;12;2;2;99999
21170;53;3;2;1;99999
21190;53;38;2;4;1
21190;53;37;1;4;1
21190;53;14;1;4;99999
21190;53;8;2;4;99999
21196;53;63;1;4;1
21196;53;60;2;4;1
21196;53;32;2;4;1
21196;53;25;1;4;1
21208;53;48;1;4;1
21216;53;18;2;1;1
21216;53;48;1;4;1
21216;53;37;2;1;1
21216;53;17;1;2;99999
21242;53;23;1;4;1
21242;53;20;2;5;1
21242;53;3;1;4;99999
21291;53;35;2;4;1
21291;53;38;1;1;1
21291;53;14;2;4;99999
21291;53;7;1;1;99999
21306;53;59;1;4;1
21351;53;51;1;4;1
21351;53;44;2;4;1
21351;53;19;1;1;1
21381;53;35;1;4;1
21381;53;36;2;4;1
21381;53;13;1;1;99999
21381;53;9;2;4;99999
21381;53;5;2;1;99999
21401;53;51;2;2;1
21401;53;46;1;2;1
21404;53;26;1;4;1
21404;53;26;1;4;1
21428;53;64;1;4;1
21449;53;66;2;1;1
21461;53;44;1;4;1
21461;53;40;2;4;1
21461;53;5;2;4;99999
21490;53;64;1;1;1
21490;53;63;2;1;1
21490;53;33;1;1;1
21503;53;45;1;4;1
21503;53;46;2;4;1
21503;53;9;2;4;99999
21534;53;33;1;4;1
21534;53;35;1;1;1
21536;53;56;2;4;1
21536;53;59;1;1;1
21536;53;30;2;1;1
21536;53;26;1;1;1
21536;53;29;1;1;1
21565;53;38;1;2;1
21565;53;37;2;2;1
21571;53;29;2;3;1
21571;53;34;1;2;1
21571;53;8;2;3;99999
21571;53;6;2;3;99999
21575;53;54;1;1;1
21575;53;53;2;3;1
21575;53;25;2;1;1
21590;53;58;2;4;1
21590;53;59;1;1;1
21590;53;29;1;1;1
21629;53;30;2;2;1
21639;53;43;2;1;1
21757;53;55;1;1;1
21757;53;74;2;1;1
21757;53;30;1;1;1
21761;53;41;2;3;1
21761;53;17;2;4;99999
21761;53;12;2;4;99999
21765;53;60;2;4;1
21778;53;67;2;4;1
21778;53;68;1;4;1
21778;53;20;1;4;1
21837;53;59;2;4;1
21837;53;24;2;1;1
21852;53;50;2;3;1
21862;53;57;1;1;1
21862;53;62;2;1;1
21885;53;66;1;4;1
21885;53;63;2;4;1
21885;53;33;2;4;1
21885;53;41;1;4;1
21885;53;38;1;4;1
21885;53;17;1;4;99999
21885;53;13;2;4;99999
21885;53;6;2;4;99999
21894;53;49;1;1;1
21894;53;47;2;1;1
21894;53;9;2;1;99999
21915;53;65;1;4;1
21990;53;43;2;1;1
21990;53;14;1;1;99999
22036;53;77;2;1;1
22111;53;35;2;4;1
22130;53;79;2;1;1
22130;53;20;1;4;1
22134;53;54;1;4;1
22134;53;56;2;1;1
22134;53;22;2;1;1
22145;53;44;1;1;1
22145;53;30;2;1;1
22145;53;17;1;1;99999
22153;53;62;2;4;1
22153;53;64;1;4;1
22153;53;24;2;4;1
22153;53;10;1;4;99999
22153;53;0;1;4;99999
22153;53;48;1;4;1
22154;53;71;2;1;1
22154;53;70;1;4;1
22241;53;83;1;1;1
22241;53;76;2;1;1
22241;53;57;1;1;1
22258;53;37;1;4;1
22258;53;29;2;1;1
22258;53;12;1;1;99999
22258;53;9;2;4;99999
22258;53;7;2;4;99999
22258;53;2;2;4;99999
22275;53;29;2;2;1
22275;53;34;1;4;1
22275;53;4;2;4;99999
22307;53;35;2;1;1
22314;53;14;2;4;99999
22314;53;37;2;4;1
22314;53;18;2;4;1
22314;53;5;2;1;99999
22334;53;72;1;4;1
22334;53;61;2;4;1
22334;53;6;1;4;99999
22407;53;32;2;1;1
22407;53;31;1;4;1
22407;53;0;1;1;99999
22408;53;54;2;1;1
22408;53;24;1;4;1
22435;53;65;2;1;1
22435;53;66;1;1;1
22440;53;59;1;2;1
22482;53;42;1;2;1
22482;53;46;2;4;1
22482;53;16;2;1;99999
22482;53;9;2;2;99999
22491;53;48;2;4;1
22491;53;25;2;4;1
22491;53;17;2;4;99999
22563;53;46;2;1;1
22563;53;51;1;1;1
22563;53;10;2;1;99999
22563;53;7;1;1;99999
22563;53;18;1;1;1
22565;53;31;1;4;1
22565;53;29;2;4;1
22565;53;11;1;4;99999
22565;53;2;2;4;99999
22569;53;43;1;1;1
22569;53;43;2;4;1
22569;53;20;1;4;1
22569;53;5;2;1;99999
22628;53;66;1;1;1
22628;53;68;2;1;1
22644;53;75;2;1;1
22644;53;41;1;1;1
22644;53;39;1;1;1
22669;53;71;2;4;1
22759;53;67;1;2;1
22759;53;63;2;1;1
22761;53;67;2;4;1
22761;53;46;1;4;1
22773;53;70;1;4;1
22773;53;71;2;4;1
22773;53;40;2;4;1
22777;53;56;2;4;1
22777;53;62;1;4;1
22794;53;71;1;1;1
22802;53;23;2;4;1
22802;53;27;2;4;1
22840;53;29;2;4;1
22840;53;32;2;4;99999
22892;53;63;2;2;1
22892;53;72;1;1;1
22893;53;39;1;4;1
22893;53;56;1;4;1
22905;53;42;1;1;1
22905;53;36;2;4;1
22905;53;5;2;4;99999
22905;53;2;2;1;99999
22928;53;32;1;4;1
22928;53;25;1;4;1
22933;53;32;1;4;1
22939;53;65;2;1;1
22939;53;31;2;1;1
22939;53;40;2;1;1
22939;53;18;2;1;1
22949;53;68;1;4;1
22949;53;62;2;4;1
22949;53;35;2;1;1
22984;53;52;1;4;1
22984;53;44;2;1;1
22984;53;16;2;4;99999
23024;53;58;1;2;1
23024;53;56;2;4;1
23024;53;26;1;4;1
23024;53;20;2;4;1
23046;53;52;2;4;1
23046;53;59;1;4;1
23046;53;28;2;4;1
23046;53;25;2;4;1
23046;53;10;2;4;99999
23054;53;38;2;4;1
23054;53;16;2;4;99999
23054;53;13;2;4;99999
23054;53;9;2;4;99999
23060;53;52;2;1;1
23060;53;54;1;1;1
23065;53;56;1;1;1
23065;53;58;2;1;1
23081;53;55;2;1;1
23081;53;50;1;4;1
23106;53;73;2;1;1
23128;53;25;2;2;1
23142;53;49;1;4;1
23153;53;44;2;4;1
23153;53;12;2;4;99999
23153;53;4;1;4;99999
23181;53;38;2;1;1
23181;53;3;1;1;99999
23193;53;38;2;1;1
23193;53;43;1;1;1
23193;53;11;2;1;99999
23193;53;9;2;1;99999
23195;53;60;1;1;1
23195;53;45;2;1;1
23195;53;25;1;1;1
23205;53;67;1;4;1
23205;53;57;2;1;1
23260;53;47;2;4;1
23260;53;26;2;4;1
23260;53;5;1;4;99999
23283;53;46;2;1;1
23302;53;45;1;4;1
23302;53;36;2;4;1
23302;53;14;2;4;99999
23314;53;36;2;2;1
23317;53;57;1;4;1
23317;53;63;2;4;1
23317;53;25;2;1;1
23365;53;33;2;4;1
23365;53;9;2;1;99999
23365;53;4;2;4;99999
23368;53;31;2;4;1
23368;53;6;2;4;99999
23368;53;4;2;4;99999
23379;53;20;1;4;1
23408;53;62;2;4;1
23408;53;88;1;4;1
23408;53;82;2;1;1
23408;53;57;2;4;1
23450;53;60;2;4;1
23450;53;44;1;1;1
23456;53;24;1;1;1
23456;53;23;2;2;1
23456;53;5;2;1;99999
23472;53;35;2;4;1
23472;53;42;1;4;1
23472;53;18;2;4;1
23472;53;13;1;2;99999
23501;53;70;2;2;1
23501;53;68;1;2;1
23501;53;40;2;2;1
23524;53;81;2;1;1
23524;53;30;1;1;1
23524;53;56;1;1;1
23536;53;44;2;4;1
23536;53;48;1;4;1
23536;53;9;2;4;99999
23536;53;4;1;4;99999
23536;53;26;2;4;1
23546;53;65;1;4;1
23551;53;51;1;1;1
23551;53;39;2;1;1
23551;53;24;2;1;1
23551;53;18;1;1;1
23556;53;49;1;2;1
23556;53;43;2;1;1
23556;53;20;2;1;1
23563;53;45;1;2;1
23563;53;61;2;1;1
23563;53;22;1;1;1
23584;53;70;1;4;1
23584;53;32;2;4;1
23584;53;72;2;4;1
23584;53;12;1;4;99999
23584;53;4;1;4;99999
23584;53;8;1;4;99999
23622;53;70;2;4;1
23622;53;49;2;4;1
23622;53;23;2;4;1
23634;53;30;2;2;1
23634;53;27;1;4;1
23634;53;9;1;4;99999
23634;53;5;2;4;99999
23634;53;2;1;4;99999
23646;53;60;1;1;1
23646;53;36;2;4;1
23646;53;15;2;4;99999
23646;53;8;2;1;99999
23666;53;31;1;2;1
23666;53;27;2;4;1
23666;53;6;1;4;99999
23666;53;8;2;2;99999
23685;53;73;2;1;1
23685;53;60;2;1;1
23693;53;49;2;1;1
23693;53;21;2;1;1
23693;53;75;2;1;1
23699;53;42;1;4;1
23699;53;40;2;4;1
23699;53;14;2;4;99999
23699;53;13;2;4;99999
23721;53;49;2;2;1
23721;53;30;1;2;1
23751;53;28;2;1;1
23751;53;32;1;1;1
23815;53;40;1;2;1
